system:index,DOY,ID,MCD12Q1v6,NIR,SWIR1,SWIR2,SWIR3,blue,green,red,.geo
2002_06_26_30_0,177,20.0,3,7573,6437,4693,2325,6867,7022,7382,
2002_06_26_31_0,177,21.0,3,3173,3569,2906,1907,2195,2434,1533,
2002_06_26_32_0,177,22.0,3,5685,4520,3880,2814,3580,3804,4812,
2002_06_26_33_0,177,23.0,3,6762,5917,4881,3080,5121,5400,6295,
2002_06_26_34_0,177,24.0,3,5538,4817,4088,2576,3869,4098,4824,
2002_06_26_35_0,177,25.0,3,2116,2318,1405,801,863,967,671,
2002_06_26_36_0,177,26.0,3,4941,4607,3967,2766,4026,4148,4344,
2002_06_26_37_0,177,27.0,3,5053,4607,3967,2766,4026,4148,4489,
2002_06_26_38_0,177,28.0,3,6045,5591,4539,2580,5254,5364,5550,
2002_06_26_39_0,177,29.0,3,5492,4520,3880,2814,3580,3804,4688,
2002_06_26_40_0,177,30.0,4,2633,2997,1885,712,201,432,406,
2002_06_26_41_0,177,31.0,4,2970,3096,2150,1002,361,614,723,
2002_06_26_42_0,177,32.0,4,2898,3175,1721,605,181,461,353,
2002_06_26_43_0,177,33.0,4,2837,3038,1911,786,234,514,448,
2002_06_26_44_0,177,34.0,4,2539,2801,1487,469,130,338,210,
2002_06_26_45_0,177,35.0,4,2562,2857,1603,535,160,362,259,
2002_06_26_46_0,177,36.0,4,2188,2845,1827,737,193,400,342,
2002_06_26_47_0,177,37.0,4,2386,2963,1763,625,193,405,328,
2002_06_26_48_0,177,38.0,4,2216,2827,2026,899,235,474,417,
2002_06_26_49_0,177,39.0,4,2319,2791,1713,685,212,418,342,
2002_06_26_50_0,177,40.0,5,2178,2726,1730,688,167,401,285,
2002_06_26_51_0,177,41.0,5,1944,2651,1893,864,203,477,577,
2002_06_26_52_0,177,42.0,5,2173,2450,1835,835,206,433,326,
2002_06_26_53_0,177,43.0,5,2527,3037,2091,912,301,577,433,
2002_06_26_54_0,177,44.0,5,2240,2758,1831,760,160,446,421,
2002_06_26_55_0,177,45.0,5,2370,2850,1823,693,157,445,339,
2002_06_26_56_0,177,46.0,5,1840,2704,1964,829,231,486,443,
2002_06_26_57_0,177,47.0,5,2463,3244,2376,1058,266,544,607,
2002_06_26_58_0,177,48.0,5,2357,3075,2086,925,408,740,468,
2002_06_26_59_0,177,49.0,5,2433,3100,2140,867,248,504,441,
2002_06_26_60_0,177,50.0,6,1205,1795,1541,1006,194,277,278,
2002_06_26_61_0,177,51.0,6,2674,3460,3008,1831,349,677,714,
2002_06_26_62_0,177,52.0,6,2419,3081,2029,841,226,478,392,
2002_06_26_63_0,177,53.0,6,1982,1685,1306,800,650,629,1397,
2002_06_26_64_0,177,54.0,6,3701,3356,2363,1362,1460,1595,1774,
2002_06_26_65_0,177,55.0,6,2311,3035,2377,1350,234,520,655,
2002_06_26_66_0,177,56.0,6,6569,5544,5169,3824,4838,5070,5912,
2002_06_26_67_0,177,57.0,6,2561,3074,2287,1206,226,527,390,
2002_06_26_68_0,177,58.0,6,2287,3204,2136,1109,1357,1467,635,
2002_06_26_69_0,177,59.0,6,2768,2741,1446,489,79,345,326,
2002_06_26_70_0,177,60.0,7,1916,2882,2240,1207,260,511,623,
2002_06_26_71_0,177,61.0,7,1737,3011,2790,1562,373,604,562,
2002_06_26_72_0,177,62.0,7,2910,3959,3445,1681,390,763,768,
2002_06_26_73_0,177,63.0,7,1373,1866,1296,609,124,288,217,
2002_06_26_74_0,177,64.0,7,2572,3511,2588,1172,321,592,578,
2002_06_26_75_0,177,65.0,7,1243,1674,1799,1444,523,751,857,
2002_06_26_76_0,177,66.0,7,4660,3839,2954,2188,2176,2356,3261,
2002_06_26_77_0,177,67.0,7,2002,2857,2523,1350,240,512,602,
2002_06_26_78_0,177,68.0,7,2294,3082,2265,1105,241,513,535,
2002_06_26_79_0,177,69.0,7,1573,1973,1641,834,165,363,324,
2002_06_26_80_0,177,70.0,8,2284,2828,2200,1274,294,579,680,
2002_06_26_81_0,177,71.0,8,3439,3581,2061,735,162,505,266,
2002_06_26_82_0,177,72.0,8,2411,2801,1679,630,172,433,322,
2002_06_26_83_0,177,73.0,8,3453,3536,1974,750,128,519,207,
2002_06_26_84_0,177,74.0,8,2712,2975,1555,628,133,519,530,
2002_06_26_85_0,177,75.0,8,2882,3007,1870,693,171,471,275,
2002_06_26_86_0,177,76.0,8,1502,1576,1181,657,325,504,430,
2002_06_26_87_0,177,77.0,8,3545,2915,1963,1070,896,1178,956,
2002_06_26_88_0,177,78.0,8,2179,2571,1575,612,165,421,383,
2002_06_26_89_0,177,79.0,8,2398,3221,2351,1049,297,569,627,
2002_06_26_90_0,177,80.0,9,2711,3170,1927,733,263,654,542,
2002_06_26_91_0,177,81.0,9,2585,3110,2221,1035,256,554,457,
2002_06_26_92_0,177,82.0,9,2190,2821,2359,1223,282,540,678,
2002_06_26_93_0,177,83.0,9,4225,4123,2319,855,189,746,354,
2002_06_26_94_0,177,84.0,9,2093,2749,2286,1195,270,551,623,
2002_06_26_95_0,177,85.0,9,2294,2958,2121,979,250,567,718,
2002_06_26_96_0,177,86.0,9,2662,3024,2114,964,421,623,445,
2002_06_26_97_0,177,87.0,9,2274,3211,2265,1121,258,491,602,
2002_06_26_98_0,177,88.0,9,2151,2922,2244,1125,295,566,617,
2002_06_26_99_0,177,89.0,9,2283,2929,2201,1010,234,495,523,
2002_06_26_100_0,177,90.0,10,3354,3867,2711,1628,1260,1512,711,
2002_06_26_101_0,177,91.0,10,1952,1922,1545,865,318,551,697,
2002_06_26_102_0,177,92.0,10,1861,2595,1992,1028,285,538,335,
2002_06_26_103_0,177,93.0,10,2401,3326,2892,1605,360,686,779,
2002_06_26_104_0,177,94.0,10,3875,3629,2967,1642,2955,3077,3394,
2002_06_26_105_0,177,95.0,10,2050,2847,2451,1359,305,578,793,
2002_06_26_106_0,177,96.0,10,1312,1701,1385,692,154,336,450,
2002_06_26_107_0,177,97.0,10,1411,2302,2167,1113,216,406,435,
2002_06_26_108_0,177,98.0,10,2710,3601,2650,1252,331,747,715,
2002_06_26_109_0,177,99.0,10,1452,2443,1940,1051,831,883,593,
2002_06_26_110_0,177,100.0,11,2001,2003,1261,528,191,413,391,
2002_06_26_111_0,177,101.0,11,912,2294,1521,664,232,489,568,
2002_06_26_112_0,177,102.0,11,1549,1973,1474,754,238,448,479,
2002_06_26_113_0,177,103.0,11,3598,2425,1131,438,191,555,578,
2002_06_26_114_0,177,104.0,11,1511,699,489,246,109,204,245,
2002_06_26_115_0,177,105.0,11,1081,1645,851,363,336,524,296,
2002_06_26_116_0,177,106.0,11,2032,1030,582,211,226,462,412,
2002_06_26_117_0,177,107.0,11,2176,1615,792,259,213,529,443,
2002_06_26_118_0,177,108.0,11,2462,2685,1586,629,220,555,407,
2002_06_26_119_0,177,109.0,11,3466,3373,2670,1709,2377,2446,2464,
2002_06_26_120_0,177,110.0,12,1909,2247,1803,1099,354,600,747,
2002_06_26_121_0,177,111.0,12,2386,3421,3651,2458,489,834,1250,
2002_06_26_122_0,177,112.0,12,2394,3273,3046,1798,403,745,1058,
2002_06_26_123_0,177,113.0,12,3125,3814,4137,2771,456,1007,1724,
2002_06_26_124_0,177,114.0,12,3909,3778,2512,1158,385,839,780,
2002_06_26_125_0,177,115.0,12,2544,3438,3654,2550,616,1044,1216,
2002_06_26_126_0,177,116.0,12,3365,3913,2654,1218,458,873,821,
2002_06_26_127_0,177,117.0,12,3217,3730,2654,1327,347,750,775,
2002_06_26_128_0,177,118.0,12,2321,3185,2529,1312,319,663,997,
2002_06_26_129_0,177,119.0,12,1990,3220,3247,2033,264,576,975,
2002_06_26_130_0,177,120.0,13,4264,3928,2701,1604,3042,3178,3293,
2002_06_26_131_0,177,121.0,13,2267,4512,2380,1465,1517,1600,1646,
2002_06_26_132_0,177,122.0,13,2065,2584,2455,1974,456,778,1096,
2002_06_26_133_0,177,123.0,13,2604,3315,2965,2178,525,891,1083,
2002_06_26_134_0,177,124.0,13,1713,2083,1844,1335,548,781,934,
2002_06_26_135_0,177,125.0,13,2276,2234,2047,1629,997,1155,1486,
2002_06_26_136_0,177,126.0,13,1804,2129,2290,2146,953,1370,1601,
2002_06_26_137_0,177,127.0,13,2465,3182,3196,2396,653,1070,1027,
2002_06_26_138_0,177,128.0,13,3793,3865,2637,1444,1717,1815,1524,
2002_06_26_139_0,177,129.0,13,2885,3256,2880,2054,474,849,916,
2002_06_26_140_0,177,130.0,14,3198,3570,2475,1438,628,1069,1003,
2002_06_26_141_0,177,131.0,14,2991,3295,1934,826,784,919,488,
2002_06_26_142_0,177,132.0,14,3724,3667,2819,1541,458,896,789,
2002_06_26_143_0,177,133.0,14,3441,3743,2665,1225,274,690,550,
2002_06_26_144_0,177,134.0,14,3669,3712,2543,1207,506,894,780,
2002_06_26_145_0,177,135.0,14,5563,4461,3950,2886,2587,2846,3803,
2002_06_26_146_0,177,136.0,14,4498,3343,2461,1530,1665,1820,3442,
2002_06_26_147_0,177,137.0,14,2311,2894,1775,649,208,451,387,
2002_06_26_148_0,177,138.0,14,2892,3501,2461,1385,447,810,742,
2002_06_26_149_0,177,139.0,14,3189,3739,2960,1824,605,984,1234,
2002_06_26_150_0,177,140.0,15,3731,1809,1008,822,4002,4128,4339,
2002_06_26_151_0,177,141.0,15,6251,2721,1022,657,6826,7211,7111,
2002_06_26_152_0,177,142.0,15,4983,2719,1491,1223,5343,5827,5718,
2002_06_26_153_0,177,143.0,15,3332,3226,826,529,3789,3770,3780,
2002_06_26_154_0,177,144.0,15,6244,2394,593,346,7652,8272,7476,
2002_06_26_155_0,177,145.0,15,3115,1768,397,210,3867,3952,3489,
2002_06_26_156_0,177,146.0,15,7617,2639,548,246,6185,6322,8344,
2002_06_26_157_0,177,147.0,15,2132,1189,213,92,3631,3608,2614,
2002_06_26_158_0,177,148.0,15,4483,1766,877,682,5663,6109,5445,
2002_06_26_159_0,177,149.0,15,5498,3918,2507,1799,5146,5214,5641,
2002_06_26_160_0,177,150.0,16,1041,1283,1364,1100,521,680,841,
2002_06_26_161_0,177,151.0,16,3494,2485,2457,2109,2147,2333,3249,
2002_06_26_162_0,177,152.0,16,5108,4084,3105,1978,3943,4012,4850,
2002_06_26_163_0,177,153.0,16,5440,2402,1710,1476,4371,4626,6376,
2002_06_26_164_0,177,154.0,16,1005,1135,1180,1003,960,1174,947,
2002_06_26_165_0,177,155.0,16,848,747,744,488,574,707,775,
2002_06_26_166_0,177,156.0,16,1297,1686,1678,1334,1220,1287,1302,
2002_06_26_167_0,177,157.0,16,1284,1465,938,642,838,936,1367,
2002_06_26_168_0,177,158.0,16,1086,658,660,496,1067,1177,1020,
2002_06_26_169_0,177,159.0,16,194,946,598,302,314,687,682,
2002_06_26_170_0,177,160.0,17,61,49,41,17,395,702,468,
2002_06_26_171_0,177,161.0,17,432,198,214,136,760,1141,1060,
2002_06_26_172_0,177,162.0,17,-4,-17,48,0,213,83,-20,
2002_06_26_173_0,177,163.0,17,622,621,572,442,900,1019,792,
2002_06_26_174_0,177,164.0,17,354,247,292,215,643,993,807,
2002_06_26_175_0,177,165.0,17,423,223,189,178,645,1214,1433,
2002_06_26_176_0,177,166.0,17,2,-8,187,96,187,329,67,
2002_06_26_177_0,177,167.0,17,520,250,236,155,449,763,985,
2002_06_26_178_0,177,168.0,17,337,332,358,305,545,713,575,
2002_06_26_179_0,177,169.0,17,1309,2077,1368,639,1476,1646,1097,
2002_07_04_10_0,185,0.0,1,1572,1519,1148,929,853,848,1054,
2002_07_04_11_0,185,1.0,1,3686,3713,2845,2126,2321,2429,2390,
2002_07_04_12_0,185,2.0,1,1686,1927,1301,611,231,440,425,
2002_07_04_13_0,185,3.0,1,5596,4608,3363,1925,3772,3906,4905,
2002_07_04_14_0,185,4.0,1,1896,3698,3189,2225,1557,1753,848,
2002_07_04_15_0,185,5.0,1,3865,3628,2145,1198,528,928,792,
2002_07_04_16_0,185,6.0,1,3684,4467,3530,2692,3156,3281,2326,
2002_07_04_17_0,185,7.0,1,1735,2589,1787,805,3,236,148,
2002_07_04_18_0,185,8.0,1,5300,5428,4345,3112,4413,4566,4424,
2002_07_04_19_0,185,9.0,1,2907,4179,2861,1656,3054,3154,2064,
2002_07_04_20_0,185,10.0,2,2989,3084,1578,518,148,369,227,
2002_07_04_21_0,185,11.0,2,5688,5128,3783,2153,4697,4764,4892,
2002_07_04_22_0,185,12.0,2,6540,6444,5132,3556,6062,6223,5985,
2002_07_04_23_0,185,13.0,2,4067,3908,2856,1681,3479,3497,3527,
2002_07_04_24_0,185,14.0,2,2632,2673,1387,454,136,341,202,
2002_07_04_25_0,185,15.0,2,3344,3532,1844,558,192,438,266,
2002_07_04_26_0,185,16.0,2,3070,3042,1510,427,251,483,312,
2002_07_04_27_0,185,17.0,2,3083,3076,1492,468,202,452,269,
2002_07_04_28_0,185,18.0,2,2996,3077,1570,511,183,406,243,
2002_07_04_29_0,185,19.0,2,2823,3065,1629,589,288,528,77,
2002_07_04_30_0,185,20.0,3,6745,6126,4641,2684,5970,6196,6299,
2002_07_04_31_0,185,21.0,3,3060,2870,2128,1355,2197,2136,2242,
2002_07_04_32_0,185,22.0,3,5600,5194,4094,2031,5438,5568,5378,
2002_07_04_33_0,185,23.0,3,5485,4659,2828,1228,5024,5107,5154,
2002_07_04_34_0,185,24.0,3,7498,6308,4483,2474,6301,6476,7187,
2002_07_04_35_0,185,25.0,3,5941,5156,3446,1540,5251,5462,5669,
2002_07_04_36_0,185,26.0,3,6834,5137,2879,1252,6404,6480,6793,
2002_07_04_37_0,185,27.0,3,6297,5631,3914,2200,5986,6078,6107,
2002_07_04_38_0,185,28.0,3,4356,3798,2149,892,4117,4148,3743,
2002_07_04_39_0,185,29.0,3,5600,5194,4094,2031,5438,5568,5378,
2002_07_04_40_0,185,30.0,4,2247,2759,1744,743,182,381,383,
2002_07_04_41_0,185,31.0,4,2418,2816,1868,815,210,438,317,
2002_07_04_42_0,185,32.0,4,2680,3037,1773,752,184,467,483,
2002_07_04_43_0,185,33.0,4,2847,3095,2172,1011,249,554,383,
2002_07_04_44_0,185,34.0,4,2390,2666,1383,480,119,311,203,
2002_07_04_45_0,185,35.0,4,2376,2714,1520,544,146,328,243,
2002_07_04_46_0,185,36.0,4,2026,2701,1783,768,177,369,308,
2002_07_04_47_0,185,37.0,4,2226,2774,1670,626,180,373,341,
2002_07_04_48_0,185,38.0,4,2031,2666,2122,1102,272,498,442,
2002_07_04_49_0,185,39.0,4,2137,2666,1664,686,190,382,318,
2002_07_04_50_0,185,40.0,5,2227,2901,1976,837,231,480,328,
2002_07_04_51_0,185,41.0,5,2026,2624,1889,786,211,485,543,
2002_07_04_52_0,185,42.0,5,2014,2434,1711,717,206,415,401,
2002_07_04_53_0,185,43.0,5,2190,2555,1705,702,224,435,391,
2002_07_04_54_0,185,44.0,5,2284,2884,1916,854,181,481,443,
2002_07_04_55_0,185,45.0,5,2476,2962,2031,857,202,488,420,
2002_07_04_56_0,185,46.0,5,1959,2685,1955,851,210,446,478,
2002_07_04_57_0,185,47.0,5,2231,3133,2293,1085,234,504,609,
2002_07_04_58_0,185,48.0,5,1846,2297,1565,627,121,366,328,
2002_07_04_59_0,185,49.0,5,2126,2836,1920,780,213,445,397,
2002_07_04_60_0,185,50.0,6,3053,3546,2148,1303,1533,1545,2532,
2002_07_04_61_0,185,51.0,6,2499,3250,2801,1683,319,635,551,
2002_07_04_62_0,185,52.0,6,2161,2718,1712,687,199,422,364,
2002_07_04_63_0,185,53.0,6,8025,5802,4435,2452,5396,5672,7544,
2002_07_04_64_0,185,54.0,6,3260,3652,2742,1604,2006,2037,1426,
2002_07_04_65_0,185,55.0,6,2309,3053,2372,1337,215,472,610,
2002_07_04_66_0,185,56.0,6,5670,5074,4147,2744,4430,4529,4774,
2002_07_04_67_0,185,57.0,6,2279,3000,2183,1114,214,518,530,
2002_07_04_68_0,185,58.0,6,2907,3317,2249,1331,1485,1486,943,
2002_07_04_69_0,185,59.0,6,6172,5311,3513,1985,5887,5966,5946,
2002_07_04_70_0,185,60.0,7,2788,3661,2917,1670,650,988,1164,
2002_07_04_71_0,185,61.0,7,1644,2974,2642,1363,327,581,582,
2002_07_04_72_0,185,62.0,7,2561,3257,2678,1284,299,616,662,
2002_07_04_73_0,185,63.0,7,1335,1817,1257,586,101,291,213,
2002_07_04_74_0,185,64.0,7,2668,3758,2819,1271,313,616,609,
2002_07_04_75_0,185,65.0,7,1416,1852,2053,1689,651,922,1019,
2002_07_04_76_0,185,66.0,7,5330,4657,3416,1865,4746,4793,4871,
2002_07_04_77_0,185,67.0,7,1978,2767,2534,1396,282,538,598,
2002_07_04_78_0,185,68.0,7,2183,2864,2055,989,218,459,532,
2002_07_04_79_0,185,69.0,7,1362,2028,1684,910,194,412,364,
2002_07_04_80_0,185,70.0,8,2193,2698,2132,1217,282,553,648,
2002_07_04_81_0,185,71.0,8,3046,3354,2127,870,199,530,253,
2002_07_04_82_0,185,72.0,8,2425,2418,1502,744,189,446,343,
2002_07_04_83_0,185,73.0,8,3376,3598,1990,694,136,496,213,
2002_07_04_84_0,185,74.0,8,6932,4396,2999,1766,2671,2927,6090,
2002_07_04_85_0,185,75.0,8,2861,3073,1767,611,173,478,315,
2002_07_04_86_0,185,76.0,8,1074,1136,818,286,97,245,220,
2002_07_04_87_0,185,77.0,8,4155,3736,2992,1904,2596,2757,2736,
2002_07_04_88_0,185,78.0,8,2576,2746,1833,780,202,470,371,
2002_07_04_89_0,185,79.0,8,2036,2868,2207,1063,319,539,603,
2002_07_04_90_0,185,80.0,9,2268,2704,1663,696,324,640,582,
2002_07_04_91_0,185,81.0,9,2432,3039,2199,966,263,549,471,
2002_07_04_92_0,185,82.0,9,2242,3044,2594,1398,345,629,806,
2002_07_04_93_0,185,83.0,9,6216,5450,4147,2748,3029,3451,4604,
2002_07_04_94_0,185,84.0,9,2195,2956,2625,1501,333,619,675,
2002_07_04_95_0,185,85.0,9,2380,3140,2465,1267,298,656,746,
2002_07_04_96_0,185,86.0,9,1918,2730,2041,936,377,589,337,
2002_07_04_97_0,185,87.0,9,2209,3137,2594,1410,269,526,496,
2002_07_04_98_0,185,88.0,9,2412,3022,2403,1227,322,599,538,
2002_07_04_99_0,185,89.0,9,2428,3083,2394,1158,306,587,626,
2002_07_04_100_0,185,90.0,10,3634,3233,2063,968,1260,1409,1180,
2002_07_04_101_0,185,91.0,10,1897,1664,1310,752,270,466,743,
2002_07_04_102_0,185,92.0,10,2249,2639,1859,937,237,479,411,
2002_07_04_103_0,185,93.0,10,2634,3514,3080,1731,425,766,874,
2002_07_04_104_0,185,94.0,10,2067,2645,2113,1095,384,737,719,
2002_07_04_105_0,185,95.0,10,2169,3021,2638,1497,346,643,874,
2002_07_04_106_0,185,96.0,10,1739,1696,1163,577,136,263,634,
2002_07_04_107_0,185,97.0,10,1637,2546,2376,1235,263,477,499,
2002_07_04_108_0,185,98.0,10,2847,3462,2595,1258,414,828,965,
2002_07_04_109_0,185,99.0,10,3272,3318,2741,1753,1179,1384,1931,
2002_07_04_110_0,185,100.0,11,1938,1133,632,284,132,246,380,
2002_07_04_111_0,185,101.0,11,731,1945,1253,503,308,607,856,
2002_07_04_112_0,185,102.0,11,1527,2015,1625,865,224,416,462,
2002_07_04_113_0,185,103.0,11,2905,2430,1048,284,134,428,232,
2002_07_04_114_0,185,104.0,11,1580,1374,1079,464,255,434,507,
2002_07_04_115_0,185,105.0,11,732,1387,1002,587,734,760,295,
2002_07_04_116_0,185,106.0,11,2353,1287,744,232,130,430,334,
2002_07_04_117_0,185,107.0,11,3516,2724,1332,397,144,475,259,
2002_07_04_118_0,185,108.0,11,2819,2789,1655,653,172,537,464,
2002_07_04_119_0,185,109.0,11,2871,2742,1548,707,1514,1656,1596,
2002_07_04_120_0,185,110.0,12,1201,1418,1163,651,114,336,558,
2002_07_04_121_0,185,111.0,12,2263,3210,3391,2310,447,797,1174,
2002_07_04_122_0,185,112.0,12,2812,3579,3223,1930,508,865,1248,
2002_07_04_123_0,185,113.0,12,3068,4073,4420,2865,489,1056,1721,
2002_07_04_124_0,185,114.0,12,3621,3608,2298,1034,359,789,667,
2002_07_04_125_0,185,115.0,12,2417,3174,3279,2313,477,901,1200,
2002_07_04_126_0,185,116.0,12,3314,3681,2578,1225,429,864,725,
2002_07_04_127_0,185,117.0,12,3368,3587,2293,984,258,658,577,
2002_07_04_128_0,185,118.0,12,3172,3989,3445,1953,482,953,1090,
2002_07_04_129_0,185,119.0,12,2016,3259,3309,2096,271,601,1002,
2002_07_04_130_0,185,120.0,13,3803,3377,2768,2074,1976,2179,2680,
2002_07_04_131_0,185,121.0,13,2164,2389,2000,1268,1199,1329,1398,
2002_07_04_132_0,185,122.0,13,2012,2243,2006,1456,380,662,997,
2002_07_04_133_0,185,123.0,13,2535,3125,2812,2095,468,799,948,
2002_07_04_134_0,185,124.0,13,1902,2231,2067,1595,710,957,1181,
2002_07_04_135_0,185,125.0,13,3964,3294,3223,2781,1627,2007,3159,
2002_07_04_136_0,185,126.0,13,1623,1963,2022,1716,876,1206,1371,
2002_07_04_137_0,185,127.0,13,2742,3176,2972,2223,731,1182,1351,
2002_07_04_138_0,185,128.0,13,6380,5497,3676,1818,5903,5943,5741,
2002_07_04_139_0,185,129.0,13,2810,3193,2621,1765,445,813,937,
2002_07_04_140_0,185,130.0,14,4368,3688,3035,2235,2067,2334,2958,
2002_07_04_141_0,185,131.0,14,4916,4904,3532,1889,3545,3642,3065,
2002_07_04_142_0,185,132.0,14,3493,3595,2466,1257,306,738,716,
2002_07_04_143_0,185,133.0,14,2834,2777,2006,955,306,663,625,
2002_07_04_144_0,185,134.0,14,3582,2997,2432,1783,1826,1904,2592,
2002_07_04_145_0,185,135.0,14,8587,7238,6137,3827,7241,7423,8344,
2002_07_04_146_0,185,136.0,14,3894,3462,2387,1136,2528,2607,2870,
2002_07_04_147_0,185,137.0,14,4912,4098,2899,1573,2643,2690,4033,
2002_07_04_148_0,185,138.0,14,1648,2560,1678,870,281,504,446,
2002_07_04_149_0,185,139.0,14,2766,3101,2397,1336,493,845,930,
2002_07_04_150_0,185,140.0,15,2705,2205,1838,1390,3004,3028,2842,
2002_07_04_151_0,185,141.0,15,9412,4993,1899,1026,8132,8452,9800,
2002_07_04_152_0,185,142.0,15,8111,6376,5180,3757,6545,6764,8101,
2002_07_04_153_0,185,143.0,15,5960,2713,891,629,6122,6109,6731,
2002_07_04_154_0,185,144.0,15,8389,5381,2471,1710,8611,9063,8820,
2002_07_04_155_0,185,145.0,15,6835,3269,1818,1438,5244,5608,7593,
2002_07_04_156_0,185,146.0,15,2078,2487,358,199,3278,2931,2580,
2002_07_04_157_0,185,147.0,15,3951,4120,3155,2433,5668,5664,4354,
2002_07_04_158_0,185,148.0,15,3140,2756,2330,1818,3406,3536,3390,
2002_07_04_159_0,185,149.0,15,7235,4726,2220,1171,7506,7619,7633,
2002_07_04_160_0,185,150.0,16,975,1828,1749,1325,314,590,925,
2002_07_04_161_0,185,151.0,16,4257,2482,2088,1755,2833,2906,4125,
2002_07_04_162_0,185,152.0,16,6603,5092,3623,1773,6529,6750,7053,
2002_07_04_163_0,185,153.0,16,3160,3422,2902,2189,4241,4382,3436,
2002_07_04_164_0,185,154.0,16,5392,4762,3854,2653,4690,4833,5275,
2002_07_04_165_0,185,155.0,16,7491,2459,737,338,4483,4651,7788,
2002_07_04_166_0,185,156.0,16,4572,2761,1634,1204,4375,4723,4690,
2002_07_04_167_0,185,157.0,16,3969,3178,2930,2270,2969,3157,3861,
2002_07_04_168_0,185,158.0,16,1957,1290,611,387,2327,2326,2100,
2002_07_04_169_0,185,159.0,16,240,645,375,187,307,674,664,
2002_07_04_170_0,185,160.0,17,2683,1869,1752,1340,1872,2192,2829,
2002_07_04_171_0,185,161.0,17,641,201,191,112,788,1153,1163,
2002_07_04_172_0,185,162.0,17,-100,-100,287,236,173,16,-100,
2002_07_04_173_0,185,163.0,17,697,625,618,500,751,802,767,
2002_07_04_174_0,185,164.0,17,-50,8,378,334,378,833,462,
2002_07_04_175_0,185,165.0,17,158,20,57,0,277,642,855,
2002_07_04_176_0,185,166.0,17,-1,47,164,90,118,108,35,
2002_07_04_177_0,185,167.0,17,963,880,635,404,787,1030,1327,
2002_07_04_178_0,185,168.0,17,240,218,198,161,376,520,470,
2002_07_04_179_0,185,169.0,17,768,1621,1185,506,356,710,716,
2002_07_12_10_0,193,0.0,1,3073,2620,2137,1556,1452,1504,2211,
2002_07_12_11_0,193,1.0,1,2641,2685,1693,889,772,854,859,
2002_07_12_12_0,193,2.0,1,1998,2087,1352,597,249,497,533,
2002_07_12_13_0,193,3.0,1,2366,3101,2029,1362,1287,1418,801,
2002_07_12_14_0,193,4.0,1,2266,2705,2063,1505,360,647,685,
2002_07_12_15_0,193,5.0,1,5345,4486,3633,2075,3684,3835,4889,
2002_07_12_16_0,193,6.0,1,4107,3403,2713,1771,2893,2915,3914,
2002_07_12_17_0,193,7.0,1,1988,2545,1599,807,189,405,400,
2002_07_12_18_0,193,8.0,1,5370,4673,3941,2959,3088,3254,4159,
2002_07_12_19_0,193,9.0,1,5516,5050,4484,3082,4092,4432,4548,
2002_07_12_20_0,193,10.0,2,2463,2608,1319,428,121,306,203,
2002_07_12_21_0,193,11.0,2,5317,5056,4323,2701,4645,4723,4648,
2002_07_12_22_0,193,12.0,2,5201,4569,3426,2563,2420,2678,2813,
2002_07_12_23_0,193,13.0,2,2626,2332,1306,633,286,447,430,
2002_07_12_24_0,193,14.0,2,3110,3204,1835,702,196,465,311,
2002_07_12_25_0,193,15.0,2,2253,2421,1431,715,1029,1029,502,
2002_07_12_26_0,193,16.0,2,2698,2665,1241,365,196,387,225,
2002_07_12_27_0,193,17.0,2,3220,3231,1586,498,238,501,307,
2002_07_12_28_0,193,18.0,2,2522,2570,1254,371,146,317,187,
2002_07_12_29_0,193,19.0,2,2327,3417,2132,1178,1332,1454,724,
2002_07_12_30_0,193,20.0,3,7094,5978,3953,1767,6871,6993,6975,
2002_07_12_31_0,193,21.0,3,5537,4571,3477,2318,4107,4185,4978,
2002_07_12_32_0,193,22.0,3,6423,5786,4423,2159,5932,5988,6087,
2002_07_12_33_0,193,23.0,3,6517,4591,2245,700,6236,6356,6498,
2002_07_12_34_0,193,24.0,3,8670,7373,5721,3271,8087,8302,8635,
2002_07_12_35_0,193,25.0,3,8025,6738,4538,2038,7303,7518,7935,
2002_07_12_36_0,193,26.0,3,6929,6208,4165,2443,6978,7080,6893,
2002_07_12_37_0,193,27.0,3,7024,5929,4012,2268,6895,6998,6940,
2002_07_12_38_0,193,28.0,3,5551,5261,3988,2604,4518,4647,4658,
2002_07_12_39_0,193,29.0,3,6331,5777,4366,2058,5917,5980,6128,
2002_07_12_40_0,193,30.0,4,2087,2579,1744,688,202,399,406,
2002_07_12_41_0,193,31.0,4,2263,2717,1753,704,193,430,322,
2002_07_12_42_0,193,32.0,4,2652,3199,1837,673,214,495,416,
2002_07_12_43_0,193,33.0,4,2507,2611,1624,669,191,436,332,
2002_07_12_44_0,193,34.0,4,2527,2863,1607,571,179,416,296,
2002_07_12_45_0,193,35.0,4,2231,2629,1509,538,149,343,268,
2002_07_12_46_0,193,36.0,4,2146,2957,2114,910,260,469,446,
2002_07_12_47_0,193,37.0,4,2451,3001,1977,811,307,516,495,
2002_07_12_48_0,193,38.0,4,1887,2696,1971,942,268,499,547,
2002_07_12_49_0,193,39.0,4,1997,2620,1655,652,214,388,344,
2002_07_12_50_0,193,40.0,5,2171,2880,1979,837,224,456,346,
2002_07_12_51_0,193,41.0,5,2269,2942,2313,1131,278,586,643,
2002_07_12_52_0,193,42.0,5,2271,2721,1866,793,249,512,457,
