system:index,DOY,ID,MCD12Q1v6,NIR,SWIR1,SWIR2,SWIR3,blue,green,red,.geo
2002_06_02_173_0,153,163.0,17,12,4,173,79,177,279,72,
2002_06_02_174_0,153,164.0,17,51,58,81,45,274,398,328,
2002_06_02_175_0,153,165.0,17,1132,414,372,315,694,1068,1734,
2002_06_02_176_0,153,166.0,17,-4,-15,239,175,162,404,114,
2002_06_02_177_0,153,167.0,17,471,197,206,47,516,762,963,
2002_06_02_178_0,153,168.0,17,446,197,101,97,334,487,705,
2002_06_02_179_0,153,169.0,17,2901,2000,1582,983,1164,1416,2022,
2002_06_10_10_0,161,0.0,1,826,1023,577,225,35,124,133,
2002_06_10_11_0,161,1.0,1,4415,3836,4033,2793,3240,3592,3503,
2002_06_10_12_0,161,2.0,1,1799,2116,1124,524,223,420,469,
2002_06_10_13_0,161,3.0,1,6094,4789,4034,2860,3242,3594,5584,
2002_06_10_14_0,161,4.0,1,1642,774,420,160,28,88,283,
2002_06_10_15_0,161,5.0,1,5600,5888,4869,2867,5197,5685,4971,
2002_06_10_16_0,161,6.0,1,3821,4351,3834,2479,3291,3584,3290,
2002_06_10_17_0,161,7.0,1,1533,1717,1096,518,155,292,362,
2002_06_10_18_0,161,8.0,1,2588,2941,2104,1327,848,1033,397,
2002_06_10_19_0,161,9.0,1,7408,6289,5434,3369,5568,6093,6947,
2002_06_10_20_0,161,10.0,2,3152,3157,1674,560,158,393,245,
2002_06_10_21_0,161,11.0,2,2668,2826,1507,638,452,551,332,
2002_06_10_22_0,161,12.0,2,3394,3062,1464,448,63,293,171,
2002_06_10_23_0,161,13.0,2,1288,1476,680,225,49,169,103,
2002_06_10_24_0,161,14.0,2,2999,3044,1585,531,150,401,215,
2002_06_10_25_0,161,15.0,2,2540,2548,1292,430,210,378,315,
2002_06_10_26_0,161,16.0,2,2808,2879,1420,417,129,389,219,
2002_06_10_27_0,161,17.0,2,2808,2840,1366,426,168,412,254,
2002_06_10_28_0,161,18.0,2,2121,2723,1310,379,136,320,155,
2002_06_10_29_0,161,19.0,2,4612,3812,2590,1539,1455,1616,2943,
2002_06_10_30_0,161,20.0,3,3281,2803,2024,1080,2469,2328,2717,
2002_06_10_31_0,161,21.0,3,5270,4840,4279,3381,4154,4251,4497,
2002_06_10_32_0,161,22.0,3,9113,6740,4338,2035,6996,7279,8822,
2002_06_10_33_0,161,23.0,3,8031,7065,4755,2082,7592,7833,7909,
2002_06_10_34_0,161,24.0,3,8175,6405,5288,3491,6506,6757,7901,
2002_06_10_35_0,161,25.0,3,6116,5897,4526,2632,5907,6079,5583,
2002_06_10_36_0,161,26.0,3,7275,7572,5577,3222,7812,8103,7127,
2002_06_10_37_0,161,27.0,3,7763,5830,3228,1481,7259,7336,7834,
2002_06_10_38_0,161,28.0,3,2331,2365,1416,755,573,673,555,
2002_06_10_39_0,161,29.0,3,5635,5401,4249,2427,5056,5269,5021,
2002_06_10_40_0,161,30.0,4,2960,3290,1880,650,193,444,344,
2002_06_10_41_0,161,31.0,4,2747,3061,1957,851,191,463,296,
2002_06_10_42_0,161,32.0,4,2580,2840,1507,484,134,375,251,
2002_06_10_43_0,161,33.0,4,3148,3044,1788,712,193,480,343,
2002_06_10_44_0,161,34.0,4,2787,2970,1612,542,158,380,252,
2002_06_10_45_0,161,35.0,4,2815,3067,1724,588,160,383,268,
2002_06_10_46_0,161,36.0,4,2647,3123,1814,685,157,405,309,
2002_06_10_47_0,161,37.0,4,2728,3185,1815,674,209,440,342,
2002_06_10_48_0,161,38.0,4,2388,3015,2219,1039,274,545,547,
2002_06_10_49_0,161,39.0,4,2663,3025,1762,659,202,437,325,
2002_06_10_50_0,161,40.0,5,2429,2343,1403,529,60,302,271,
2002_06_10_51_0,161,41.0,5,2006,2645,1851,810,208,487,491,
2002_06_10_52_0,161,42.0,5,2241,2592,1778,758,181,415,284,
2002_06_10_53_0,161,43.0,5,2277,2680,1594,590,185,421,307,
2002_06_10_54_0,161,44.0,5,2324,2744,1704,699,151,442,366,
2002_06_10_55_0,161,45.0,5,2899,3257,2013,738,170,521,338,
2002_06_10_56_0,161,46.0,5,2324,2920,1955,808,191,459,487,
2002_06_10_57_0,161,47.0,5,2214,2959,2023,892,180,435,452,
2002_06_10_58_0,161,48.0,5,1873,2366,1713,726,155,381,326,
2002_06_10_59_0,161,49.0,5,2216,2787,1776,691,176,400,318,
2002_06_10_60_0,161,50.0,6,3232,2976,2651,1798,1460,1543,2531,
2002_06_10_61_0,161,51.0,6,2688,3381,2603,1430,265,573,592,
2002_06_10_62_0,161,52.0,6,2212,2659,1667,640,181,400,336,
2002_06_10_63_0,161,53.0,6,6745,4134,3421,2197,3292,3338,6333,
2002_06_10_64_0,161,54.0,6,3688,4185,2672,1061,267,670,529,
2002_06_10_65_0,161,55.0,6,2444,3066,2324,1276,213,494,575,
2002_06_10_66_0,161,56.0,6,7727,6329,5765,4090,5870,6118,7040,
2002_06_10_67_0,161,57.0,6,2386,3131,2230,1122,198,513,578,
2002_06_10_68_0,161,58.0,6,4781,3229,2192,1233,1373,1508,3674,
2002_06_10_69_0,161,59.0,6,4859,5015,4020,2774,4262,4365,3651,
2002_06_10_70_0,161,60.0,7,2075,2694,2112,1114,230,475,531,
2002_06_10_71_0,161,61.0,7,1701,2764,2323,1169,290,511,495,
2002_06_10_72_0,161,62.0,7,2174,3313,2772,1295,296,611,586,
2002_06_10_73_0,161,63.0,7,1378,1984,1368,575,59,282,170,
2002_06_10_74_0,161,64.0,7,3906,4239,3035,1332,363,832,712,
2002_06_10_75_0,161,65.0,7,1261,1636,1789,1379,524,770,875,
2002_06_10_76_0,161,66.0,7,4029,4055,2948,1805,2871,2906,2233,
2002_06_10_77_0,161,67.0,7,2021,2830,2431,1238,235,503,597,
2002_06_10_78_0,161,68.0,7,2315,2992,2073,971,204,460,464,
2002_06_10_79_0,161,69.0,7,1767,2064,1600,755,143,350,333,
2002_06_10_80_0,161,70.0,8,2067,2433,1741,870,194,434,512,
2002_06_10_81_0,161,71.0,8,3474,3311,1817,605,59,442,249,
2002_06_10_82_0,161,72.0,8,2815,2976,1890,731,188,512,324,
2002_06_10_83_0,161,73.0,8,2540,2927,1597,552,132,438,152,
2002_06_10_84_0,161,74.0,8,3645,2955,1963,1027,1751,1894,2338,
2002_06_10_85_0,161,75.0,8,2775,2898,1765,745,120,431,607,
2002_06_10_86_0,161,76.0,8,1376,1521,1062,464,212,362,318,
2002_06_10_87_0,161,77.0,8,3260,2943,1685,627,209,511,378,
2002_06_10_88_0,161,78.0,8,2285,2613,1600,621,164,417,299,
2002_06_10_89_0,161,79.0,8,2088,2755,1899,816,242,479,477,
2002_06_10_90_0,161,80.0,9,1997,2396,1433,577,208,491,409,
2002_06_10_91_0,161,81.0,9,2627,3047,2059,868,224,513,379,
2002_06_10_92_0,161,82.0,9,2324,2938,2408,1241,310,619,497,
2002_06_10_93_0,161,83.0,9,4083,4160,2288,948,197,724,395,
2002_06_10_94_0,161,84.0,9,2101,2674,2166,1099,273,549,546,
2002_06_10_95_0,161,85.0,9,2247,2700,1757,716,187,467,433,
2002_06_10_96_0,161,86.0,9,2837,3019,1998,846,348,588,418,
2002_06_10_97_0,161,87.0,9,2578,3297,2505,1279,288,568,646,
2002_06_10_98_0,161,88.0,9,2400,2901,2001,896,237,514,461,
2002_06_10_99_0,161,89.0,9,2243,2938,2056,939,229,505,451,
2002_06_10_100_0,161,90.0,10,3004,4553,2313,1176,1039,1300,784,
2002_06_10_101_0,161,91.0,10,1759,1867,1369,742,245,478,625,
2002_06_10_102_0,161,92.0,10,2535,3029,2182,1142,283,602,500,
2002_06_10_103_0,161,93.0,10,3133,3677,2769,1337,323,738,729,
2002_06_10_104_0,161,94.0,10,3866,3382,2170,1118,2925,2986,3322,
2002_06_10_105_0,161,95.0,10,2005,2758,2375,1284,306,603,759,
2002_06_10_106_0,161,96.0,10,1255,2268,1813,967,246,486,346,
2002_06_10_107_0,161,97.0,10,1378,2245,2084,1104,224,401,448,
2002_06_10_108_0,161,98.0,10,2857,3664,2515,1136,313,758,681,
2002_06_10_109_0,161,99.0,10,2494,3648,2905,1407,606,866,915,
2002_06_10_110_0,161,100.0,11,2305,2454,1490,613,232,520,435,
2002_06_10_111_0,161,101.0,11,1211,2658,1610,655,217,474,590,
2002_06_10_112_0,161,102.0,11,1775,2186,1603,789,280,533,565,
2002_06_10_113_0,161,103.0,11,2225,2195,1138,460,489,698,327,
2002_06_10_114_0,161,104.0,11,1553,1193,872,340,180,323,263,
2002_06_10_115_0,161,105.0,11,1645,680,472,298,495,503,661,
2002_06_10_116_0,161,106.0,11,2266,486,236,92,92,349,355,
2002_06_10_117_0,161,107.0,11,3069,1982,939,258,202,499,326,
2002_06_10_118_0,161,108.0,11,2900,2972,1657,672,237,603,418,
2002_06_10_119_0,161,109.0,11,1985,3161,1728,549,264,589,971,
2002_06_10_120_0,161,110.0,12,2433,2698,2169,1269,298,595,736,
2002_06_10_121_0,161,111.0,12,2441,3444,3543,2411,455,820,1180,
2002_06_10_122_0,161,112.0,12,2760,3256,2726,1492,360,711,952,
2002_06_10_123_0,161,113.0,12,1626,2670,3111,1968,253,529,786,
2002_06_10_124_0,161,114.0,12,4267,4173,2602,971,317,881,626,
2002_06_10_125_0,161,115.0,12,2555,3266,3283,2189,443,886,1081,
2002_06_10_126_0,161,116.0,12,3706,3817,2330,1020,357,793,691,
2002_06_10_127_0,161,117.0,12,3377,3805,2627,1180,354,834,667,
2002_06_10_128_0,161,118.0,12,2169,3135,2569,1368,313,663,1064,
2002_06_10_129_0,161,119.0,12,2091,3266,2693,1526,265,617,963,
2002_06_10_130_0,161,120.0,13,1869,1918,1492,1033,456,683,775,
2002_06_10_131_0,161,121.0,13,2216,2754,2343,1768,787,1183,1318,
2002_06_10_132_0,161,122.0,13,2287,2819,2616,2012,521,843,1156,
2002_06_10_133_0,161,123.0,13,2788,3027,2529,1654,492,893,920,
2002_06_10_134_0,161,124.0,13,2051,2079,1880,1460,661,899,1166,
2002_06_10_135_0,161,125.0,13,1621,1870,1771,1328,401,599,735,
2002_06_10_136_0,161,126.0,13,1689,2107,2178,1964,937,1302,1495,
2002_06_10_137_0,161,127.0,13,2484,2733,2544,1832,551,935,987,
2002_06_10_138_0,161,128.0,13,2895,3379,2252,981,272,640,412,
2002_06_10_139_0,161,129.0,13,2756,2958,2474,1828,378,712,692,
2002_06_10_140_0,161,130.0,14,2645,3014,2039,1167,493,833,945,
2002_06_10_141_0,161,131.0,14,4915,4562,3195,1823,1910,2112,769,
2002_06_10_142_0,161,132.0,14,3146,3058,1845,737,187,517,433,
2002_06_10_143_0,161,133.0,14,3886,3936,2536,1032,311,799,511,
2002_06_10_144_0,161,134.0,14,3122,3230,2162,995,372,734,591,
2002_06_10_145_0,161,135.0,14,2929,3465,2389,1351,617,1056,724,
2002_06_10_146_0,161,136.0,14,1264,1831,1154,628,202,418,300,
2002_06_10_147_0,161,137.0,14,3816,4218,2631,1153,672,990,988,
2002_06_10_148_0,161,138.0,14,2190,2344,1445,690,252,472,363,
2002_06_10_149_0,161,139.0,14,3028,3485,2729,1627,485,848,1024,
2002_06_10_150_0,161,140.0,15,2300,1552,979,535,2749,2660,2506,
2002_06_10_151_0,161,141.0,15,5637,3260,2184,1766,5087,5305,6161,
2002_06_10_152_0,161,142.0,15,5482,3395,3057,2449,3984,4143,5392,
2002_06_10_153_0,161,143.0,15,5183,2007,553,263,5591,6017,6085,
2002_06_10_154_0,161,144.0,15,3123,2509,1788,1243,4940,5159,4094,
2002_06_10_155_0,161,145.0,15,7062,3157,1858,1451,4700,4865,7276,
2002_06_10_156_0,161,146.0,15,7766,3525,702,290,6719,6857,8219,
2002_06_10_157_0,161,147.0,15,4215,2352,1273,942,4267,4333,4729,
2002_06_10_158_0,161,148.0,15,4949,2952,2273,1652,4494,4669,5448,
2002_06_10_159_0,161,149.0,15,9958,4066,719,214,7292,7601,10414,
2002_06_10_160_0,161,150.0,16,849,1263,1260,1035,460,581,799,
2002_06_10_161_0,161,151.0,16,975,1247,1068,691,884,899,884,
2002_06_10_162_0,161,152.0,16,4143,3567,2893,2293,3857,4013,3890,
2002_06_10_163_0,161,153.0,16,6697,2898,1657,1440,4660,5070,7528,
2002_06_10_164_0,161,154.0,16,1807,1768,1007,780,2210,2371,1689,
2002_06_10_165_0,161,155.0,16,1974,939,830,709,397,632,1826,
2002_06_10_166_0,161,156.0,16,3413,2520,2454,2038,1802,1912,3315,
2002_06_10_167_0,161,157.0,16,685,514,480,381,353,418,762,
2002_06_10_168_0,161,158.0,16,1151,863,836,712,807,922,1166,
2002_06_10_169_0,161,159.0,16,218,629,550,417,326,707,668,
2002_06_10_170_0,161,160.0,17,1679,987,839,363,951,1369,1516,
2002_06_10_171_0,161,161.0,17,469,147,177,95,801,1184,1178,
2002_06_10_172_0,161,162.0,17,-1,41,69,44,287,98,15,
2002_06_10_173_0,161,163.0,17,756,689,689,606,806,862,790,
2002_06_10_174_0,161,164.0,17,188,134,141,60,345,451,328,
2002_06_10_175_0,161,165.0,17,925,165,189,112,408,1010,1349,
2002_06_10_176_0,161,166.0,17,236,97,388,355,78,160,272,
2002_06_10_177_0,161,167.0,17,300,538,247,69,245,584,898,
2002_06_10_178_0,161,168.0,17,61,52,57,47,145,245,140,
2002_06_10_179_0,161,169.0,17,682,3162,2856,1838,1071,1545,1408,
2002_06_18_10_0,169,0.0,1,1042,1454,876,330,55,169,174,
2002_06_18_11_0,169,1.0,1,4965,2562,1547,764,158,330,3423,
2002_06_18_12_0,169,2.0,1,1892,2032,1276,594,286,521,547,
2002_06_18_13_0,169,3.0,1,6701,4822,3900,2842,2486,2719,5905,
2002_06_18_14_0,169,4.0,1,1858,2375,1586,736,158,378,347,
2002_06_18_15_0,169,5.0,1,2534,3342,2223,1201,1240,1313,575,
2002_06_18_16_0,169,6.0,1,2378,3056,2424,1643,1376,1516,1316,
2002_06_18_17_0,169,7.0,1,2231,2506,1431,571,65,292,303,
2002_06_18_18_0,169,8.0,1,3020,3148,1800,697,116,375,381,
2002_06_18_19_0,169,9.0,1,2575,3285,2299,1470,809,881,864,
2002_06_18_20_0,169,10.0,2,2731,2722,1336,428,134,314,191,
2002_06_18_21_0,169,11.0,2,5014,4159,3371,2090,3037,3315,3594,
2002_06_18_22_0,169,12.0,2,3735,3649,1758,594,191,435,343,
2002_06_18_23_0,169,13.0,2,2289,2449,1280,429,96,313,179,
2002_06_18_24_0,169,14.0,2,2574,2704,1328,427,129,327,202,
2002_06_18_25_0,169,15.0,2,3699,3582,2412,1400,1850,1933,1573,
2002_06_18_26_0,169,16.0,2,2967,3031,1501,485,164,452,249,
2002_06_18_27_0,169,17.0,2,2686,2700,1260,375,162,386,228,
2002_06_18_28_0,169,18.0,2,2699,2787,1308,413,154,341,210,
2002_06_18_29_0,169,19.0,2,3540,3615,2719,1835,1842,1945,1815,
2002_06_18_30_0,169,20.0,3,5791,5652,3815,1843,5384,5483,5294,
2002_06_18_31_0,169,21.0,3,4071,3848,2559,1425,3450,3507,3427,
2002_06_18_32_0,169,22.0,3,4541,4147,2654,1726,3254,3357,3609,
2002_06_18_33_0,169,23.0,3,8476,6943,4293,1797,7765,8058,8308,
2002_06_18_34_0,169,24.0,3,7388,6696,4245,1988,6924,7131,7155,
2002_06_18_35_0,169,25.0,3,2552,2289,1472,932,752,834,888,
2002_06_18_36_0,169,26.0,3,5812,5720,4102,1959,5670,5847,5396,
2002_06_18_37_0,169,27.0,3,6236,5871,4029,2020,5604,5772,5852,
2002_06_18_38_0,169,28.0,3,3167,3258,2527,1713,2031,2093,1884,
2002_06_18_39_0,169,29.0,3,4525,4254,2963,1889,3576,3705,3740,
2002_06_18_40_0,169,30.0,4,2890,3128,1815,734,202,443,366,
2002_06_18_41_0,169,31.0,4,2397,2656,1594,544,161,375,234,
2002_06_18_42_0,169,32.0,4,2710,3170,1702,610,157,435,353,
2002_06_18_43_0,169,33.0,4,2793,2850,1936,862,216,489,279,
2002_06_18_44_0,169,34.0,4,2730,2966,1505,516,145,356,232,
2002_06_18_45_0,169,35.0,4,2706,2943,1659,564,163,381,279,
2002_06_18_46_0,169,36.0,4,2464,3004,1776,705,173,407,308,
2002_06_18_47_0,169,37.0,4,2577,3002,1805,663,224,440,357,
2002_06_18_48_0,169,38.0,4,2344,2903,2150,1023,275,546,467,
2002_06_18_49_0,169,39.0,4,2524,2941,1750,677,211,433,344,
2002_06_18_50_0,169,40.0,5,2260,2976,1915,797,194,466,274,
2002_06_18_51_0,169,41.0,5,2191,2673,1914,875,213,494,494,
2002_06_18_52_0,169,42.0,5,2042,2432,1525,593,159,375,323,
2002_06_18_53_0,169,43.0,5,2303,2727,1714,674,216,443,346,
2002_06_18_54_0,169,44.0,5,2662,3113,1940,764,233,568,487,
2002_06_18_55_0,169,45.0,5,2236,2684,1652,610,129,381,264,
2002_06_18_56_0,169,46.0,5,1943,2609,1894,825,213,440,480,
2002_06_18_57_0,169,47.0,5,2191,2967,2123,1011,216,460,494,
2002_06_18_58_0,169,48.0,5,1955,2278,1510,619,147,388,357,
2002_06_18_59_0,169,49.0,5,2256,2843,1820,709,187,426,353,
2002_06_18_60_0,169,50.0,6,6593,4923,3605,1862,4537,4658,6365,
2002_06_18_61_0,169,51.0,6,2531,3212,2659,1569,283,585,676,
2002_06_18_62_0,169,52.0,6,2388,2923,1833,747,166,422,352,
2002_06_18_63_0,169,53.0,6,2508,3397,3020,2094,2457,2517,1934,
2002_06_18_64_0,169,54.0,6,5082,5366,4317,2769,4376,4466,4094,
2002_06_18_65_0,169,55.0,6,2219,2767,2148,1201,201,453,553,
2002_06_18_66_0,169,56.0,6,3770,3560,2901,2139,1906,2022,2121,
2002_06_18_67_0,169,57.0,6,2405,2998,2084,1006,187,498,367,
2002_06_18_68_0,169,58.0,6,6836,6378,5169,2890,5866,6042,6178,
2002_06_18_69_0,169,59.0,6,4611,4314,3435,1966,3688,3741,3781,
2002_06_18_70_0,169,60.0,7,2078,2795,2261,1212,263,521,668,
2002_06_18_71_0,169,61.0,7,1651,2696,2190,1135,295,518,533,
2002_06_18_72_0,169,62.0,7,2381,3446,2696,1303,307,598,589,
2002_06_18_73_0,169,63.0,7,1526,1972,1298,568,69,255,228,
2002_06_18_74_0,169,64.0,7,2810,3432,2447,1142,295,566,542,
2002_06_18_75_0,169,65.0,7,1161,1834,1742,1330,523,750,790,
2002_06_18_76_0,169,66.0,7,3485,3380,2580,1853,1839,1926,1839,
2002_06_18_77_0,169,67.0,7,2042,2792,2374,1219,229,489,510,
2002_06_18_78_0,169,68.0,7,2195,2792,1976,942,203,445,453,
2002_06_18_79_0,169,69.0,7,1666,2092,1660,843,139,358,368,
2002_06_18_80_0,169,70.0,8,2317,2945,2151,1124,259,556,556,
2002_06_18_81_0,169,71.0,8,3383,3284,1732,553,119,429,229,
2002_06_18_82_0,169,72.0,8,2422,2698,1553,542,139,408,278,
2002_06_18_83_0,169,73.0,8,2921,2975,1554,527,100,370,164,
2002_06_18_84_0,169,74.0,8,5432,3276,1943,894,1906,2169,4367,
2002_06_18_85_0,169,75.0,8,2757,2746,1706,636,147,411,259,
2002_06_18_86_0,169,76.0,8,1638,1527,1035,484,466,512,479,
2002_06_18_87_0,169,77.0,8,3451,2494,1674,905,492,806,447,
2002_06_18_88_0,169,78.0,8,2291,2574,1739,712,165,438,405,
2002_06_18_89_0,169,79.0,8,2010,2738,1993,905,271,491,531,
2002_06_18_90_0,169,80.0,9,2186,2663,1762,797,258,581,528,
2002_06_18_91_0,169,81.0,9,2553,3151,2262,1065,280,587,383,
2002_06_18_92_0,169,82.0,9,2317,2972,2268,1093,256,542,621,
2002_06_18_93_0,169,83.0,9,4484,3965,2315,877,216,681,431,
2002_06_18_94_0,169,84.0,9,2222,2943,2369,1266,281,578,627,
2002_06_18_95_0,169,85.0,9,2312,2868,1845,772,181,485,411,
2002_06_18_96_0,169,86.0,9,3294,3413,2538,1251,619,873,935,
2002_06_18_97_0,169,87.0,9,2408,3160,2217,1063,229,498,586,
2002_06_18_98_0,169,88.0,9,2393,2910,2009,869,240,512,507,
2002_06_18_99_0,169,89.0,9,2364,2970,2143,950,253,537,535,
2002_06_18_100_0,169,90.0,10,5367,5113,4556,3153,4806,4890,4774,
2002_06_18_101_0,169,91.0,10,2187,2109,1638,954,319,571,769,
2002_06_18_102_0,169,92.0,10,2706,3333,2459,1356,278,655,639,
2002_06_18_103_0,169,93.0,10,2721,3731,3074,1664,386,792,746,
2002_06_18_104_0,169,94.0,10,3852,3662,2929,1702,2795,2929,3084,
2002_06_18_105_0,169,95.0,10,2115,2943,2537,1422,320,619,807,
2002_06_18_106_0,169,96.0,10,1082,1892,1667,980,314,477,368,
2002_06_18_107_0,169,97.0,10,1836,2464,2285,1191,257,451,559,
2002_06_18_108_0,169,98.0,10,2641,3332,2384,1088,313,687,700,
2002_06_18_109_0,169,99.0,10,3577,3663,2914,1525,934,1237,2072,
2002_06_18_110_0,169,100.0,11,1905,2024,1281,527,190,434,378,
2002_06_18_111_0,169,101.0,11,1361,1582,989,376,234,483,479,
2002_06_18_112_0,169,102.0,11,1375,1802,1344,661,236,420,423,
2002_06_18_113_0,169,103.0,11,2952,2231,1036,327,197,527,257,
2002_06_18_114_0,169,104.0,11,1497,1399,1158,687,866,846,710,
2002_06_18_115_0,169,105.0,11,2548,1837,848,218,602,713,463,
2002_06_18_116_0,169,106.0,11,2205,1000,600,168,337,571,480,
2002_06_18_117_0,169,107.0,11,3504,2754,1347,407,89,429,221,
2002_06_18_118_0,169,108.0,11,3009,2737,1620,634,222,571,434,
2002_06_18_119_0,169,109.0,11,6964,6842,5774,3382,6408,6571,6479,
2002_06_18_120_0,169,110.0,12,2127,2716,2235,1483,367,660,759,
2002_06_18_121_0,169,111.0,12,2325,3313,3444,2386,482,833,1168,
2002_06_18_122_0,169,112.0,12,2675,3395,3036,1766,415,784,1021,
2002_06_18_123_0,169,113.0,12,1871,3041,3455,2158,264,599,904,
2002_06_18_124_0,169,114.0,12,3565,4157,2388,893,264,790,632,
2002_06_18_125_0,169,115.0,12,2736,3484,3490,2376,495,969,1225,
2002_06_18_126_0,169,116.0,12,3516,3106,2018,874,270,600,468,
2002_06_18_127_0,169,117.0,12,2853,3386,2469,1147,278,657,610,
2002_06_18_128_0,169,118.0,12,2491,3355,2912,1777,393,793,784,
2002_06_18_129_0,169,119.0,12,2049,3403,3358,2167,305,654,980,
2002_06_18_130_0,169,120.0,13,2232,2301,1970,1446,687,952,1112,
2002_06_18_131_0,169,121.0,13,3457,3877,2983,1966,2734,2887,2643,
2002_06_18_132_0,169,122.0,13,2190,2754,2529,2004,444,768,1070,
2002_06_18_133_0,169,123.0,13,3101,3652,3255,2408,585,978,1081,
2002_06_18_134_0,169,124.0,13,1756,2335,1992,1403,605,860,984,
2002_06_18_135_0,169,125.0,13,1812,2066,2144,1731,445,654,892,
2002_06_18_136_0,169,126.0,13,1561,1912,2044,1879,908,1232,1402,
2002_06_18_137_0,169,127.0,13,2250,2937,2844,2084,588,998,1021,
2002_06_18_138_0,169,128.0,13,3581,3904,2600,1097,357,768,545,
2002_06_18_139_0,169,129.0,13,2773,3174,2717,1865,421,788,847,
2002_06_18_140_0,169,130.0,14,2382,2798,1892,1054,419,732,784,
2002_06_18_141_0,169,131.0,14,4216,4317,3666,2613,2782,2887,2574,
2002_06_18_142_0,169,132.0,14,3071,2958,2075,1030,275,623,571,
2002_06_18_143_0,169,133.0,14,3476,3440,2184,894,255,639,447,
2002_06_18_144_0,169,134.0,14,2676,2565,2070,1368,1984,1948,1879,
2002_06_18_145_0,169,135.0,14,5541,3512,2664,1639,228,862,3665,
2002_06_18_146_0,169,136.0,14,3993,4137,3561,2736,2087,2459,2373,
2002_06_18_147_0,169,137.0,14,2236,2615,1675,706,233,487,460,
2002_06_18_148_0,169,138.0,14,2228,3608,2441,1276,466,866,710,
2002_06_18_149_0,169,139.0,14,1704,1852,1350,658,271,427,650,
2002_06_18_150_0,169,140.0,15,3954,2722,2206,1939,4132,4295,4445,
2002_06_18_151_0,169,141.0,15,7700,2075,1286,998,3975,4069,8630,
2002_06_18_152_0,169,142.0,15,5032,2432,769,463,5403,5785,5490,
2002_06_18_153_0,169,143.0,15,4358,2058,730,431,4856,5285,5156,
2002_06_18_154_0,169,144.0,15,4840,2812,1766,1459,5533,5798,5470,
2002_06_18_155_0,169,145.0,15,4850,2219,705,477,5461,5908,5536,
2002_06_18_156_0,169,146.0,15,5275,2080,893,640,4503,4649,5647,
2002_06_18_157_0,169,147.0,15,3358,1418,263,80,3702,3544,3854,
2002_06_18_158_0,169,148.0,15,8175,7177,6130,3790,7290,7706,8070,
2002_06_18_159_0,169,149.0,15,5065,3140,1902,1581,5367,5696,5401,
2002_06_18_160_0,169,150.0,16,730,1066,1050,765,179,348,683,
2002_06_18_161_0,169,151.0,16,591,1307,684,491,343,379,456,
2002_06_18_162_0,169,152.0,16,4303,3517,2992,2491,3998,4185,4099,
2002_06_18_163_0,169,153.0,16,5779,2736,2000,1741,4532,4943,6807,
2002_06_18_164_0,169,154.0,16,871,1128,1160,1005,518,714,730,
2002_06_18_165_0,169,155.0,16,1569,1177,1016,729,468,770,1521,
2002_06_18_166_0,169,156.0,16,1471,2171,2273,1933,329,856,1151,
2002_06_18_167_0,169,157.0,16,272,538,442,363,500,558,285,
2002_06_18_168_0,169,158.0,16,1157,959,873,691,756,863,1098,
2002_06_18_169_0,169,159.0,16,256,349,268,139,310,667,650,
2002_06_18_170_0,169,160.0,17,881,449,477,449,884,1193,1427,
2002_06_18_171_0,169,161.0,17,273,135,83,56,645,1033,952,
2002_06_18_172_0,169,162.0,17,-9,13,166,155,166,47,-31,
2002_06_18_173_0,169,163.0,17,653,562,548,404,735,796,728,
2002_06_18_174_0,169,164.0,17,108,43,90,12,463,820,620,
2002_06_18_175_0,169,165.0,17,348,101,79,62,395,997,1256,
2002_06_18_176_0,169,166.0,17,555,515,470,395,661,707,643,
2002_06_18_177_0,169,167.0,17,728,615,383,98,588,797,768,
2002_06_18_178_0,169,168.0,17,100,26,80,22,251,405,308,
2002_06_18_179_0,169,169.0,17,2260,2721,2001,884,705,1145,1106,
2002_06_26_10_0,177,0.0,1,1262,1685,1177,683,131,286,360,
2002_06_26_11_0,177,1.0,1,2194,2403,1604,775,68,277,304,
2002_06_26_12_0,177,2.0,1,1435,1267,859,300,201,349,362,
2002_06_26_13_0,177,3.0,1,2000,2493,1485,701,252,439,338,
2002_06_26_14_0,177,4.0,1,1643,2062,1517,836,241,398,288,
2002_06_26_15_0,177,5.0,1,2248,2287,1283,505,96,271,226,
2002_06_26_16_0,177,6.0,1,702,1542,834,447,430,431,226,
2002_06_26_17_0,177,7.0,1,1609,1937,1196,521,98,232,303,
2002_06_26_18_0,177,8.0,1,2324,1849,1058,377,72,202,204,
2002_06_26_19_0,177,9.0,1,1763,2066,1174,478,101,244,216,
2002_06_26_20_0,177,10.0,2,3132,3191,1676,541,165,387,239,
2002_06_26_21_0,177,11.0,2,2959,3166,2074,1270,1398,1442,908,
2002_06_26_22_0,177,12.0,2,3604,3513,1808,888,439,637,526,
2002_06_26_23_0,177,13.0,2,1623,1727,854,257,64,213,121,
2002_06_26_24_0,177,14.0,2,3078,3159,1760,664,165,415,263,
2002_06_26_25_0,177,15.0,2,4137,3274,1852,911,926,1065,1594,
2002_06_26_26_0,177,16.0,2,2853,2804,1364,422,134,373,234,
2002_06_26_27_0,177,17.0,2,2508,2561,1143,300,150,337,203,
2002_06_26_28_0,177,18.0,2,2550,2619,1244,318,124,303,187,
2002_06_26_29_0,177,19.0,2,3404,3371,2461,1510,2532,2481,2016,
